Model Name,Engine Displacement (cc),Maximum Power (HP),Engine Type,Bore (mm),Stroke (mm),Charging System,Oil Capacity (L),Valve Type,Cylinders (qty.),Dry Weight (kg),Shaft Diameter (mm),Fuel Type,Air Cooling System,Product Type,Series,Start Type,Displacement,Shaft Rotation
Model_9969,451,12.8,4-stroke,83.423,61.239,Alternator,2.485,OHV,1,21.117,30.369,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9970,148,7.6,V-twin,66.027,49.829,Alternator,1.995,DOHC,1,48.221,30.062,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_9971,355,18.2,2-stroke,68.737,74.041,None,1.765,DOHC,1,60.317,34.233,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9972,545,21.3,4-stroke,58.941,56.529,12V DC,2.219,OHV,2,10.411,31.163,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_9973,553,10.1,4-stroke,68.951,57.129,Alternator,1.631,DOHC,1,40.422,30.577,Diesel,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_9974,393,14.4,2-stroke,64.223,53.332,None,1.019,DOHC,2,14.311,30.063,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_9975,547,17.2,V-twin,56.141,53.731,12V DC,1.649,Flathead,1,11.207,28.665,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_9976,125,12.2,4-stroke,67.251,60.729,12V DC,2.233,OHV,2,37.021,32.445,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_9977,145,14.9,V-twin,81.133,45.133,Alternator,1.809,Flathead,2,15.323,18.033,Diesel,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_9978,137,22.3,2-stroke,59.429,67.043,None,1.051,OHV,2,34.115,21.066,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_9979,319,12.9,V-twin,67.725,49.155,None,2.043,DOHC,1,20.821,33.771,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_9980,438,19.7,OHV,78.921,55.643,Alternator,0.907,OHV,2,41.119,32.175,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9981,428,8.9,2-stroke,79.037,48.225,Alternator,1.391,Flathead,2,62.817,21.067,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_9982,432,11.6,V-twin,71.221,58.423,Alternator,2.339,OHV,1,49.52,26.061,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_9983,421,20.9,2-stroke,77.439,53.333,12V DC,2.319,DOHC,1,8.411,34.163,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9984,251,2.7,4-stroke,80.439,56.335,Alternator,0.753,DOHC,2,18.821,19.847,Diesel,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_9985,237,10.4,V-twin,63.038,51.039,Alternator,2.523,Flathead,2,40.123,27.255,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_9986,680,20.4,4-stroke,77.025,48.44,None,0.638,Flathead,1,24.413,23.857,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_9987,268,12.6,V-twin,57.121,47.229,12V DC,1.583,Flathead,1,17.711,19.257,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_9988,498,13.6,4-stroke,57.033,54.741,Alternator,2.234,Flathead,1,50.919,23.361,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9989,617,15.3,OHV,76.717,45.017,12V DC,1.983,Flathead,2,35.815,18.361,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_9990,60,9.8,4-stroke,63.039,48.441,12V DC,1.871,OHV,2,11.315,25.573,Petrol,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_9991,432,20,V-twin,74.643,51.723,12V DC,1.747,OHV,1,59.431,24.057,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_9992,442,7.1,OHV,78.641,72.535,12V DC,1.649,OHV,2,57.621,22.653,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_9993,160,23.2,2-stroke,58.539,69.829,None,1.511,DOHC,1,16.125,21.367,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_9994,458,8,V-twin,75.033,74.729,None,1.638,DOHC,1,40.423,25.963,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9995,431,6.9,4-stroke,65.529,70.729,Alternator,1.639,OHV,1,47.825,28.263,Diesel,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_9996,695,8.7,OHV,82.725,59.433,12V DC,0.855,Flathead,1,19.119,23.761,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_9997,121,22.1,OHV,56.421,71.741,None,2.025,DOHC,1,21.821,19.057,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_9998,688,18.3,OHV,79.739,52.119,None,0.639,Flathead,1,49.521,26.757,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_9999,473,12.8,2-stroke,59.639,71.245,12V DC,2.213,OHV,2,50.609,33.665,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10000,172,18.3,2-stroke,55.627,66.531,12V DC,2.235,OHV,1,60.223,24.155,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10001,211,23.8,OHV,68.952,61.45,None,1.108,Flathead,1,29.314,30.964,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10002,595,14,4-stroke,65.448,49.83,12V DC,1.344,DOHC,2,25.62,31.238,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10003,378,11.7,4-stroke,58.942,71.742,12V DC,0.564,DOHC,1,17.414,26.758,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10004,338,14.7,4-stroke,84.142,45.536,None,2.428,DOHC,1,59.222,21.15,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10005,428,21,V-twin,82.726,67.134,12V DC,1.345,DOHC,2,22.32,30.176,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10006,696,11.8,V-twin,55.122,66.138,None,0.984,DOHC,2,66.52,18.558,Diesel,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10007,537,13,2-stroke,84.048,70.73,None,0.464,OHV,2,65.63,19.162,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10008,63,3.3,V-twin,74.34,46.656,12V DC,1.584,Flathead,1,44.42,26.87,Petrol,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10009,396,15.3,2-stroke,68.036,56.25,None,1.184,Flathead,1,26.622,26.662,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10010,54,23.6,2-stroke,71.858,51.928,None,1.978,DOHC,2,20.224,26.062,Petrol,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10011,619,8.6,V-twin,76.938,69.434,Alternator,2.11,DOHC,1,66.521,27.668,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10012,543,4.4,V-twin,82.658,72.536,None,1.334,Flathead,1,33.416,29.778,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10013,178,7.6,2-stroke,65.828,65.528,Alternator,1.894,Flathead,1,66.522,31.239,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10014,670,4.6,V-twin,64.654,74.042,12V DC,1.748,Flathead,2,46.616,29.779,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10015,345,9.6,4-stroke,56.552,60.532,Alternator,0.82,OHV,2,15.614,30.965,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10016,648,22.9,V-twin,73.116,65.416,Alternator,1.062,Flathead,1,68.814,18.244,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10017,658,22.8,V-twin,67.324,45.537,12V DC,0.844,DOHC,1,23.92,29.36,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10018,427,24.5,4-stroke,71.636,60.434,None,0.464,DOHC,2,10.52,23.562,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10019,627,9.2,OHV,73.832,55.832,None,2.242,DOHC,1,27.728,27.078,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10020,200,23.5,4-stroke,56.942,64.734,None,0.908,Flathead,2,14.312,28.456,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10021,319,21.7,4-stroke,72.844,53.632,Alternator,0.716,Flathead,1,56.712,20.47,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10022,60,15.6,V-twin,61.836,47.526,None,1.55,DOHC,1,53.422,20.858,Diesel,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10023,160,17.4,V-twin,69.826,64.136,None,1.346,OHV,1,51.118,18.034,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10024,602,20.5,2-stroke,71.222,57.328,Alternator,1.114,Flathead,1,41.422,33.976,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10025,147,12.6,4-stroke,67.834,58.736,12V DC,1.052,Flathead,1,56.516,30.262,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10026,298,13.5,OHV,82.028,51.134,None,0.366,Flathead,2,43.82,28.84,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10027,404,18.2,2-stroke,69.436,53.85,None,0.964,DOHC,1,55.812,19.788,Diesel,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10028,103,19.9,4-stroke,59.52,66.336,12V DC,0.598,DOHC,1,50.516,32.446,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10029,93,6.2,4-stroke,59.736,47.928,12V DC,1.918,Flathead,1,37.226,27.256,Petrol,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10030,284,24.8,4-stroke,62.238,50.14,None,2.448,DOHC,1,12.126,21.65,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10031,670,17.5,OHV,73.926,60.628,12V DC,1.918,Flathead,1,57.304,24.058,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10032,229,5.4,V-twin,72.845,56.944,Alternator,1.72,Flathead,2,46.714,26.063,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10033,696,22.5,V-twin,56.943,55.644,12V DC,2.078,Flathead,1,13.728,25.148,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10034,172,16.1,2-stroke,59.737,55.43,None,1.456,DOHC,2,20.318,19.374,Petrol,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10035,211,22.2,OHV,62.426,65.036,12V DC,0.366,OHV,1,29.516,33.772,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10036,385,4.5,V-twin,63.542,67.242,None,2.472,DOHC,1,22.11,29.266,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10037,589,16.8,V-twin,72.736,70.731,12V DC,2.198,DOHC,2,25.42,28.762,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10038,61,2.9,4-stroke,57.122,67.42,Alternator,1.388,Flathead,1,12.714,18.854,Petrol,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10039,673,13,2-stroke,57.348,50.234,Alternator,0.76,Flathead,1,21.118,27.358,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10040,362,3.2,4-stroke,72.632,65.93,Alternator,1.354,Flathead,2,42.314,22.86,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10041,229,15,OHV,82.926,71.828,Alternator,2.199,DOHC,1,59.524,31.856,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10042,457,20.9,V-twin,64.45,53.938,Alternator,0.498,DOHC,1,19.12,34.05,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10043,659,13.4,V-twin,56.632,60.435,Alternator,1.86,DOHC,2,56.022,29.267,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10044,202,12.6,V-twin,73.04,52.336,Alternator,1.766,Flathead,1,41.52,29.476,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10045,67,3.9,OHV,75.424,73.94,12V DC,2.528,DOHC,2,8.816,27.856,Diesel,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10046,496,13.4,OHV,76.838,64.92,Alternator,2.012,DOHC,1,62.418,21.368,Diesel,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10047,379,22.1,OHV,84.143,62.436,None,1.115,Flathead,1,43.518,30.866,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10048,235,19,2-stroke,69.124,74.043,None,1.721,OHV,1,56.826,26.572,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10049,550,16.4,4-stroke,58.842,66.044,Alternator,0.672,Flathead,1,14.726,30.263,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10050,249,10.2,V-twin,80.02,56.251,Alternator,0.654,OHV,2,38.316,33.773,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10051,316,18.6,OHV,55.123,73.24,None,0.472,DOHC,1,66.422,23.268,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10052,592,9.2,OHV,57.53,70.05,None,1.192,DOHC,2,10.412,27.079,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10053,278,16.9,OHV,81.038,62.83,None,2.134,OHV,1,66.222,30.578,Diesel,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10054,348,18.4,4-stroke,66.434,63.23,None,0.724,DOHC,2,22.622,33.774,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10055,630,17.4,OHV,65.636,57.556,Alternator,2.51,OHV,1,31.128,22.962,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10056,96,8.7,OHV,58.124,48.526,12V DC,2.134,OHV,1,68.318,26.264,Diesel,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10057,590,20.5,2-stroke,64.83,67.84,None,2.194,DOHC,1,44.824,19.789,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10058,389,12.1,V-twin,61.244,72.64,Alternator,1.979,Flathead,1,11.416,33.366,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10059,189,14.7,2-stroke,78.736,48.527,None,0.655,OHV,1,46.617,21.068,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10060,466,7.2,V-twin,79.838,54.632,12V DC,0.628,Flathead,2,56.41,20.471,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10061,146,12.4,4-stroke,73.64,63.818,12V DC,1.24,OHV,1,40.424,30.766,Diesel,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10062,496,17.2,OHV,64.14,70.64,12V DC,0.784,DOHC,1,38.014,33.444,Diesel,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10063,515,9.1,V-twin,80.332,66.644,12V DC,1.109,Flathead,1,42.128,27.257,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10064,182,14.8,V-twin,57.432,56.53,None,0.896,Flathead,1,15.514,34.164,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10065,689,19.5,OHV,74.138,45.936,None,1.02,Flathead,2,60.224,33.176,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10066,118,15.5,V-twin,83.74,48.928,12V DC,1.228,DOHC,2,60.225,25.574,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10067,132,11.7,2-stroke,64.655,67.135,12V DC,0.406,DOHC,1,61.618,19.058,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10068,612,12.1,V-twin,57.644,73.35,Alternator,2.446,OHV,2,64.114,30.579,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10069,206,5.9,2-stroke,69.827,70.641,12V DC,0.802,DOHC,2,57.018,32.76,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10070,288,8.6,2-stroke,69.518,51.538,Alternator,1.698,DOHC,1,41.521,34.968,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10071,180,15.3,2-stroke,56.422,46.326,12V DC,2.524,OHV,1,13.226,30.767,Petrol,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10072,206,3.1,4-stroke,74.232,69.952,Alternator,1.748,DOHC,1,59.116,22.272,Diesel,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10073,394,23.1,OHV,71.859,54.338,12V DC,1.586,OHV,2,55.018,21.369,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10074,268,8.5,4-stroke,81.834,46.442,None,0.702,DOHC,2,62.328,30.064,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10075,682,13.1,2-stroke,84.049,65.326,12V DC,0.758,Flathead,2,51.512,29.15,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10076,482,12.2,4-stroke,63.636,53.939,None,0.42,Flathead,1,51.716,32.258,Diesel,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Vertical
Model_10077,71,4,2-stroke,62.73,56.945,Alternator,2.302,OHV,1,58.616,20.364,Diesel,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10078,63,20,2-stroke,81.134,69.322,Alternator,2.026,DOHC,1,61.918,20.365,Petrol,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
Model_10079,157,7.8,V-twin,70.732,49.034,None,0.664,OHV,1,41.423,30.37,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10080,71,4.4,OHV,75.128,55.431,None,1.706,Flathead,1,23.12,26.94,Diesel,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10081,146,19.1,2-stroke,71.518,47.23,Alternator,2.26,DOHC,1,49.614,29.78,Diesel,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10082,608,23.5,OHV,82.927,55.528,12V DC,1.938,DOHC,1,52.514,21.151,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10083,498,18,4-stroke,72.052,65.931,12V DC,0.554,Flathead,2,26.623,34.051,Petrol,Forced Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10084,342,20,4-stroke,81.34,48.024,12V DC,1.444,DOHC,2,69.52,29.966,Petrol,Natural Air,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10085,456,12.2,V-twin,64.141,59.53,12V DC,1.726,DOHC,1,10.318,24.256,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10086,226,15.8,4-stroke,67.424,70.832,None,1.798,OHV,1,39.406,22.861,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10087,636,23.6,4-stroke,77.624,72.838,12V DC,1.767,DOHC,2,22.522,24.748,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Vertical
Model_10088,290,3.7,OHV,74.44,66.242,Alternator,1.389,Flathead,2,31.129,28.356,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10089,368,12,V-twin,68.532,72.446,12V DC,0.94,Flathead,2,40.312,30.177,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10090,50,5.5,V-twin,81.432,66.734,Alternator,1.12,Flathead,1,52.816,27.162,Petrol,Fan Cooled,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10091,603,15.9,V-twin,80.44,49.035,Alternator,1.264,OHV,1,44.214,24.958,Diesel,Forced Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10092,673,10.9,4-stroke,65.132,45.134,12V DC,0.442,OHV,2,28.82,29.477,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10093,136,5.5,V-twin,73.532,71.14,None,1.699,OHV,2,31.416,23.762,Diesel,Forced Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10094,670,19.3,V-twin,70.238,70.332,12V DC,1.312,OHV,2,46.618,30.867,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10095,107,16,4-stroke,60.83,50.141,12V DC,1.036,Flathead,2,26.512,33.445,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10096,526,15.2,OHV,66.138,56.252,Alternator,0.856,Flathead,1,58.514,26.446,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10097,163,15.1,2-stroke,81.135,50.542,12V DC,2.214,Flathead,1,20.92,25.252,Diesel,Natural Air,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Vertical
Model_10098,496,16.4,V-twin,64.656,50.814,12V DC,0.499,DOHC,2,10.521,19.566,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10099,405,8.8,OHV,70.332,69.435,Alternator,1.21,Flathead,2,41.424,22.273,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10100,76,20.1,4-stroke,79.839,53.544,None,0.367,OHV,1,53.912,33.177,Petrol,Forced Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Vertical
Model_10101,393,5.7,4-stroke,57.645,65.824,12V DC,1.02,Flathead,1,26.624,25.744,Petrol,Fan Cooled,Tractors,iGX Commercial,Recoil,200-499 cc,Horizontal
Model_10102,266,17.7,OHV,77.16,62.034,Alternator,1.294,DOHC,2,43.519,18.76,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10103,220,12.6,4-stroke,75.82,73.63,Alternator,2.303,DOHC,1,24.614,24.156,Petrol,Natural Air,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10104,486,3,V-twin,72.846,46.234,12V DC,2.044,Flathead,1,58.816,26.941,Petrol,Fan Cooled,Tractors,iGX Commercial,Electric,200-499 cc,Vertical
Model_10105,623,22.9,V-twin,59.521,49.156,12V DC,0.754,Flathead,1,57.418,21.978,Petrol,Fan Cooled,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10106,169,24.5,4-stroke,81.232,64.242,None,2.414,Flathead,1,16.826,34.848,Petrol,Fan Cooled,Commercial Lawn and Garden,V-twin Commercial,Electric,100-199 cc,Horizontal
Model_10107,257,6.3,OHV,75.129,71.442,None,1.185,OHV,1,49.418,24.059,Petrol,Forced Air,Tractors,iGX Commercial,Electric,200-499 cc,Horizontal
Model_10108,536,13.7,4-stroke,74.441,67.243,12V DC,0.717,OHV,2,48.106,24.157,Petrol,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Vertical
Model_10109,627,15.5,V-twin,80.021,56.73,12V DC,2.135,OHV,1,12.22,25.056,Diesel,Natural Air,Tillers/Cultivators,GC Residential,Electric,500+ cc,Horizontal
Model_10110,624,22.7,2-stroke,70.64,54.339,Alternator,1.568,Flathead,2,16.014,31.164,Petrol,Forced Air,Tillers/Cultivators,GC Residential,Recoil,500+ cc,Horizontal
Model_10111,64,2.9,V-twin,80.832,69.034,Alternator,0.761,OHV,2,67.816,29.781,Diesel,Natural Air,Lawn Mowers,GX Commercial,Recoil,0-99 cc,Horizontal
